X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-13064705.9845,3920552.0492,1310,11,5,,SD,R,52.298,,"OCEANSIDE, OCEANSIDE BOULEVARD",14200.0,204000.0,184000.0,14200.0,195000.0,185000.0
-13066162.5055,3922084.5367,1311,11,5,,SD,R,53.43,,MISSION AVENUE,11200.0,161000.0,153000.0,11700.0,165000.0,153000.0
-13066191.0838,3922064.5016,1312,11,5,,SD,R,53.43,,MISSION AVENUE,11200.0,161000.0,153000.0,11700.0,165000.0,153000.0
-13067025.3398,3922527.3687,1313,11,5,,SD,R,53.932,,JCT. RTE. 76,12300.0,179000.0,155000.0,10900.0,144000.0,140000.0
-13067037.747,3922490.081,1314,11,5,,SD,R,53.932,,JCT. RTE. 76,12300.0,179000.0,155000.0,10900.0,144000.0,140000.0
-13067476.8917,3923274.1226,1315,11,5,,SD,R,54.39,,HARBOR DRIVE/VANDERGRIFT,12700.0,177000.0,165000.0,12000.0,141000.0,120000.0
-13067497.3357,3923247.6129,1316,11,5,,SD,R,54.39,,HARBOR DRIVE/VANDERGRIFT,12700.0,177000.0,165000.0,12000.0,141000.0,120000.0
-13076072.9443,3935029.9717,1317,11,5,,SD,R,62.078,,LAS PULGAS ROAD,11500.0,152000.0,137000.0,11300.0,152000.0,136000.0
-13076096.6541,3935006.666,1318,11,5,,SD,R,62.078,,LAS PULGAS ROAD,11500.0,152000.0,137000.0,11300.0,152000.0,136000.0
-13089289.3133,3946601.1427,1319,11,5,,SD,R,71.377,,BASILONE ROAD,11300.0,152000.0,136000.0,11600.0,148000.0,143000.0
-13089301.6268,3946568.8951,1320,11,5,,SD,R,71.377,,BASILONE ROAD,11300.0,152000.0,136000.0,11600.0,148000.0,143000.0
-13090385.2431,3947904.8578,1321,11,5,,SD,R,72.281,,CHRISTIANITOS ROAD,11600.0,148000.0,143000.0,11600.0,148000.0,143000.0
-13090405.5818,3947890.5111,1322,11,5,,SD,R,72.281,,CHRISTIANITOS ROAD,11600.0,148000.0,143000.0,11600.0,148000.0,143000.0
-13090462.9188,3948051.8363,1323,11,5,,SD,R,72.367,,SAN DIEGO/ORANGE COUNTY LINE,11600.0,148000.0,143000.0,,,
-13090471.0604,3948015.9438,1324,11,5,,SD,R,72.367,,SAN DIEGO/ORANGE COUNTY LINE,11600.0,148000.0,143000.0,,,
-13090462.9188,3948051.8363,1325,12,5,,ORA,,0.0,,SAN DIEGO/ORANGE COUNTY LINE,,,,11200.0,137000.0,133000.0
-13090471.0604,3948015.9438,1326,12,5,,ORA,,0.0,,SAN DIEGO/ORANGE COUNTY LINE,,,,11200.0,137000.0,133000.0
-13091215.5304,3949829.4871,1327,12,5,,ORA,,1.0,,"SAN CLEMENTE, AVENIDA CALIFIA",11200.0,141000.0,136700.0,11700.0,143000.0,139100.0
-13091237.9215,3949821.8668,1328,12,5,,ORA,,1.0,,"SAN CLEMENTE, AVENIDA CALIFIA",11200.0,141000.0,136700.0,11700.0,143000.0,139100.0
-13091679.5713,3950934.5967,1329,12,5,,ORA,,1.627,,"SAN CLEMENTE, EL CAMINO REAL",11700.0,143000.0,139100.0,12200.0,154000.0,145400.0
-13091710.9609,3950947.2418,1330,12,5,,ORA,,1.627,,"SAN CLEMENTE, EL CAMINO REAL",11700.0,143000.0,139100.0,12200.0,154000.0,145400.0
-13092317.4119,3952100.9075,1331,12,5,,ORA,,2.306,,"SAN CLEMENTE, AVENIDA PRESIDIO",12200.0,154000.0,145400.0,11800.0,150000.0,142400.0
-13092336.5532,3952082.6435,1332,12,5,,ORA,,2.306,,"SAN CLEMENTE, AVENIDA PRESIDIO",12200.0,154000.0,145400.0,11800.0,150000.0,142400.0
-13092740.8402,3952635.8107,1333,12,5,,ORA,,2.663,,"SAN CLEMENTE, AVENIDA PALIZADA",11800.0,150000.0,142400.0,13600.0,168000.0,158500.0
-13092762.1825,3952618.0778,1334,12,5,,ORA,,2.663,,"SAN CLEMENTE, AVENIDA PALIZADA",11800.0,150000.0,142400.0,13600.0,168000.0,158500.0
-13093628.6933,3953698.8951,1335,12,5,,ORA,,3.393,,"SAN CLEMENTE, AVENIDA PICO",13600.0,168000.0,158500.0,13000.0,158000.0,143400.0
-13093656.1074,3953685.9174,1336,12,5,,ORA,,3.393,,"SAN CLEMENTE, AVENIDA PICO",13600.0,168000.0,158500.0,13000.0,158000.0,143400.0
-13097405.7633,3956379.8376,1337,12,5,,ORA,,5.801,,"SAN CLEMENTE, CAMINO ESTRELLA",13000.0,158000.0,143400.0,15100.0,183000.0,165400.0
-13097422.2957,3956358.8786,1338,12,5,,ORA,,5.801,,"SAN CLEMENTE, CAMINO ESTRELLA",13000.0,158000.0,143400.0,15100.0,183000.0,165400.0
-13098938.3142,3957472.7174,1339,12,5,,ORA,,6.78,,JCT RTE 1,12800.0,155000.0,140200.0,13500.0,155000.0,140200.0
-13098961.4123,3957452.2514,1340,12,5,,ORA,,6.78,,JCT RTE 1,12800.0,155000.0,140200.0,13500.0,155000.0,140200.0
-13099477.3146,3958337.9772,1341,12,5,,ORA,,7.344,,"SAN JUAN CAPISTRANO, CAMINO CAPISTRANO ON RAMP",12100.0,149000.0,140200.0,15400.0,172000.0,155700.0
-13099507.8655,3958309.0315,1342,12,5,,ORA,,7.344,,"SAN JUAN CAPISTRANO, CAMINO CAPISTRANO ON RAMP",12100.0,149000.0,140200.0,15400.0,172000.0,155700.0
-13098065.1186,3960701.4684,1343,12,5,,ORA,,8.795,,"SAN JUAN CAPISTRANO, SAN JUAN CREEK ROAD",15400.0,172000.0,155700.0,14300.0,161000.0,145400.0
-13098098.3967,3960712.7768,1344,12,5,,ORA,,8.795,,"SAN JUAN CAPISTRANO, SAN JUAN CREEK ROAD",15400.0,172000.0,155700.0,14300.0,161000.0,145400.0
-13097670.1824,3962189.4666,1345,12,5,,ORA,,9.604,,"SAN JUAN CAPISTRANO, JCT. RTE. 74",14300.0,161000.0,145400.0,16300.0,180000.0,162200.0
-13097696.8249,3962184.4862,1346,12,5,,ORA,,9.604,,"SAN JUAN CAPISTRANO, JCT. RTE. 74",14300.0,161000.0,145400.0,16300.0,180000.0,162200.0
-13098463.3138,3964587.1736,1347,12,5,,ORA,,10.91,,"SAN JUAN CAPISTRANO, JUNIPERO SERRA ROAD",16300.0,180000.0,162200.0,17400.0,193000.0,175300.0
-13098497.9981,3964575.3957,1348,12,5,,ORA,,10.91,,"SAN JUAN CAPISTRANO, JUNIPERO SERRA ROAD",16300.0,180000.0,162200.0,17400.0,193000.0,175300.0
-13099395.7045,3967296.3549,1349,12,5,,ORA,,12.49,,JCT RTE 73,17400.0,193000.0,175300.0,13800.0,154000.0,139800.0
-13099454.6078,3967281.5675,1350,12,5,,ORA,,12.49,,JCT RTE 73,17400.0,193000.0,175300.0,13800.0,154000.0,139800.0
-13099279.0741,3968152.8933,1351,12,5,,ORA,,12.943,,AVERY PARKWAY,13800.0,154000.0,139800.0,15500.0,173000.0,156700.0
-13099306.2166,3968154.2053,1352,12,5,,ORA,,12.943,,AVERY PARKWAY,13800.0,154000.0,139800.0,15500.0,173000.0,156700.0
-13099285.5316,3969772.1679,1353,12,5,,ORA,,13.776,,CROWN VALLEY PARKWAY,15500.0,173000.0,156700.0,20100.0,215000.0,193800.0
-13099314.798,3969760.1758,1354,12,5,,ORA,,13.776,,CROWN VALLEY PARKWAY,15500.0,173000.0,156700.0,20100.0,215000.0,193800.0
-13099144.7997,3972561.2995,1355,12,5,,ORA,,15.217,,OSO PARKWAY,20100.0,215000.0,193800.0,20700.0,226000.0,204600.0
-13099176.796,3972560.9315,1356,12,5,,ORA,,15.217,,OSO PARKWAY,20100.0,215000.0,193800.0,20700.0,226000.0,204600.0
-13099659.211,3974948.6801,1357,12,5,,ORA,,16.528,,LA PAZ ROAD,20700.0,226000.0,204600.0,21500.0,235000.0,213200.0
-13099670.4395,3974918.1274,1358,12,5,,ORA,,16.528,,LA PAZ ROAD,20700.0,226000.0,204600.0,21500.0,235000.0,213200.0
-13101238.4025,3975839.1114,1359,12,5,,ORA,,17.472,,ALICIA PARKWAY,21500.0,235000.0,213200.0,17000.0,217000.0,202400.0
-13101247.4583,3975809.2664,1360,12,5,,ORA,,17.472,,ALICIA PARKWAY,21500.0,235000.0,213200.0,17000.0,217000.0,202400.0
-13103118.4321,3977174.6453,1361,12,5,,ORA,,18.685,,NIGUEL/EL TORO ROADS,16800.0,229000.0,217300.0,23400.0,284000.0,259600.0
-13103146.1455,3977148.604,1362,12,5,,ORA,,18.685,,NIGUEL/EL TORO ROADS,16800.0,229000.0,217300.0,23400.0,284000.0,259600.0
-13104562.4334,3979000.7173,1363,12,5,,ORA,,19.89,,LAKE FOREST DRIVE,23400.0,284000.0,259600.0,18200.0,222000.0,208700.0
-13104625.6587,3979005.3931,1364,12,5,,ORA,,19.89,,LAKE FOREST DRIVE,23400.0,284000.0,259600.0,18200.0,222000.0,208700.0
-13106196.6402,3981191.9212,1365,12,5,,ORA,,21.304,,JCT. RTE. 405,18200.0,222000.0,208700.0,8400.0,102000.0,93100.0
-13106247.1043,3981212.1575,1366,12,5,,ORA,,21.304,,JCT. RTE. 405,18200.0,222000.0,208700.0,8400.0,102000.0,93100.0
-13107173.367,3982668.178,1367,12,5,,ORA,,22.213,,"IRVINE, ALTON PARKWAY",9200.0,112000.0,102300.0,15900.0,198000.0,186000.0
-13107213.6809,3982665.9615,1368,12,5,,ORA,,22.213,,"IRVINE, ALTON PARKWAY",9200.0,112000.0,102300.0,15900.0,198000.0,186000.0
-13108162.4895,3984164.1957,1369,12,5,,ORA,,23.12,,"IRVINE, JCT. RTE. 133",15900.0,198000.0,186000.0,22300.0,272000.0,246800.0
-13108158.0009,3984083.5441,1370,12,5,,ORA,,23.12,,"IRVINE, JCT. RTE. 133",15900.0,198000.0,186000.0,22300.0,272000.0,246800.0
-13108742.4758,3985597.7095,1371,12,5,,ORA,R,23.942,,"IRVINE, SAND CANYON AVENUE",22300.0,272000.0,246800.0,21700.0,275000.0,259000.0
-13108771.9406,3985570.8221,1372,12,5,,ORA,R,23.942,,"IRVINE, SAND CANYON AVENUE",22300.0,272000.0,246800.0,21700.0,275000.0,259000.0
-13109905.9707,3987265.2493,1373,12,5,,ORA,R,24.991,,"IRVINE, JEFFREY ROAD",21900.0,276000.0,259000.0,24300.0,290000.0,269200.0
-13109933.3447,3987234.9754,1374,12,5,,ORA,R,24.991,,"IRVINE, JEFFREY ROAD",21900.0,276000.0,259000.0,24300.0,290000.0,269200.0
-13111435.7067,3989931.2027,1375,12,5,,ORA,R,26.583,,"IRVINE, CULVER DRIVE",25500.0,311000.0,289600.0,30500.0,356000.0,337000.0
-13111461.5766,3989902.0255,1376,12,5,,ORA,R,26.583,,"IRVINE, CULVER DRIVE",25500.0,311000.0,289600.0,30500.0,356000.0,337000.0
-13112873.4324,3991222.5595,1377,12,5,,ORA,,27.589,,JAMBOREE ROAD,30500.0,356000.0,337000.0,31000.0,376000.0,351700.0
-13112897.33,3991188.7074,1378,12,5,,ORA,,27.589,,JAMBOREE ROAD,30500.0,356000.0,337000.0,31000.0,376000.0,351700.0
-13113859.8702,3992034.6178,1379,12,5,,ORA,,28.25,,TUSTIN RANCH ROAD,31000.0,376000.0,351700.0,34500.0,413000.0,386600.0
-13113882.6315,3992003.4516,1380,12,5,,ORA,,28.25,,TUSTIN RANCH ROAD,31000.0,376000.0,351700.0,34500.0,413000.0,386600.0
-13115115.6091,3993074.5634,1381,12,5,,ORA,R,29.091,,RED HILL AVENUE,34500.0,413000.0,386600.0,27500.0,337000.0,315500.0
-13115137.4224,3993047.9648,1382,12,5,,ORA,R,29.091,,RED HILL AVENUE,34500.0,413000.0,386600.0,27500.0,337000.0,315500.0
-13115989.0545,3993570.2935,1383,12,5,,ORA,,29.616,,"TUSTIN, NEWPORT AVENUE",27500.0,337000.0,315500.0,29000.0,335000.0,315500.0
-13116016.367,3993538.8755,1384,12,5,,ORA,,29.616,,"TUSTIN, NEWPORT AVENUE",27500.0,337000.0,315500.0,29000.0,335000.0,315500.0
-13117167.5285,3994033.3558,1385,12,5,,ORA,,30.263,,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",26000.0,285000.0,269700.0,26500.0,343000.0,311900.0
-13117167.2311,3994000.1626,1386,12,5,,ORA,,30.263,,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",26000.0,285000.0,269700.0,26500.0,343000.0,311900.0
-13118133.0642,3994693.2516,1387,12,5,,ORA,,30.903,,"SANTA ANA, FIRST/FOURTH STREETS",25500.0,330000.0,299000.0,32500.0,329000.0,299000.0
-13118171.475,3994693.1025,1388,12,5,,ORA,,30.903,,"SANTA ANA, FIRST/FOURTH STREETS",25500.0,330000.0,299000.0,32500.0,329000.0,299000.0
-13119154.9884,3995941.3267,1389,12,5,,ORA,,31.759,,"SANTA ANA, GRAND AVENUE",32500.0,329000.0,299000.0,31500.0,324000.0,295600.0
-13119179.8858,3995885.9641,1390,12,5,,ORA,,31.759,,"SANTA ANA, GRAND AVENUE",32500.0,329000.0,299000.0,31500.0,324000.0,295600.0
-13120320.8435,3996606.7443,1391,12,5,,ORA,,32.462,,"SANTA ANA, SEVENTEENTH STREET",31500.0,324000.0,295600.0,31500.0,318000.0,290000.0
-13120384.0569,3996604.6057,1392,12,5,,ORA,,32.462,,"SANTA ANA, SEVENTEENTH STREET",31500.0,324000.0,295600.0,31500.0,318000.0,290000.0
-13120917.9308,3997669.1117,1393,12,5,,ORA,,33.088,,"SANTA ANA, MAIN STREET",31500.0,318000.0,290000.0,24800.0,213000.0,174300.0
-13120935.3651,3997590.1236,1394,12,5,,ORA,,33.088,,"SANTA ANA, MAIN STREET",31500.0,318000.0,290000.0,24800.0,213000.0,174300.0
-13121886.1538,3999134.7598,1395,12,5,,ORA,,34.0,,"SANTA ANA, JCT. RTES. 22 AND 57",30500.0,261000.0,213100.0,17100.0,201000.0,179000.0
-13121957.4942,3999133.2335,1396,12,5,,ORA,,34.0,,"SANTA ANA, JCT. RTES. 22 AND 57",30500.0,261000.0,213100.0,17100.0,201000.0,179000.0
-13123080.1865,4000490.0628,1397,12,5,,ORA,,34.942,,"ORANGE, CHAPMAN AVENUE",17900.0,207000.0,181600.0,15100.0,179000.0,159900.0
-13123137.7384,4000480.9321,1398,12,5,,ORA,,34.942,,"ORANGE, CHAPMAN AVENUE",17900.0,207000.0,181600.0,15100.0,179000.0,159900.0
-13123425.7583,4000867.8073,1399,12,5,,ORA,,35.19,,"ANAHEIM, STATE COLLEGE BOULEVARD",13100.0,179000.0,159900.0,14200.0,178000.0,159900.0
-13123441.3603,4000810.3582,1400,12,5,,ORA,,35.19,,"ANAHEIM, STATE COLLEGE BOULEVARD",13100.0,179000.0,159900.0,14200.0,178000.0,159900.0
-13124744.2526,4002397.1077,1401,12,5,,ORA,,36.258,,KATELLA AVENUE,13000.0,160000.0,144000.0,15800.0,196000.0,176500.0
-13124845.3655,4002398.7974,1402,12,5,,ORA,,36.258,,KATELLA AVENUE,13000.0,160000.0,144000.0,15800.0,196000.0,176500.0
-13125266.2092,4002920.7951,1403,12,5,,ORA,,36.606,,ANAHEIM-HASTER OC,33500.0,296000.0,192200.0,16100.0,196000.0,176500.0
-13125273.7356,4002846.2071,1404,12,5,,ORA,,36.606,,ANAHEIM-HASTER OC,33500.0,296000.0,192200.0,16100.0,196000.0,176500.0
-13126276.1441,4004080.2727,1405,12,5,,ORA,,37.4,,"ANAHEIM, HARBOR BOULEVARD",19500.0,196000.0,176500.0,17500.0,213000.0,192200.0
-13126274.6845,4004006.0774,1406,12,5,,ORA,,37.4,,"ANAHEIM, HARBOR BOULEVARD",19500.0,196000.0,176500.0,17500.0,213000.0,192200.0
-13126546.2847,4004393.3151,1407,12,5,,ORA,,37.641,,"ANAHEIM, BALL ROAD",16800.0,213000.0,192200.0,19900.0,240000.0,216600.0
-13126606.3391,4004391.8927,1408,12,5,,ORA,,37.641,,"ANAHEIM, BALL ROAD",16800.0,213000.0,192200.0,19900.0,240000.0,216600.0
-13127074.8094,4005015.938,1409,12,5,,ORA,,38.06,,"ANAHEIM, SOUTH STREET CONNECTIONS",19900.0,239000.0,216600.0,19900.0,239000.0,216600.0
-13127120.7149,4004988.046,1410,12,5,,ORA,,38.06,,"ANAHEIM, SOUTH STREET CONNECTIONS",19900.0,239000.0,216600.0,19900.0,239000.0,216600.0
-13128113.3333,4006316.7764,1411,12,5,,ORA,,38.915,,LINCOLN AVENUE,19900.0,239000.0,216600.0,14400.0,234000.0,206900.0
-13128171.8515,4006305.2534,1412,12,5,,ORA,,38.915,,LINCOLN AVENUE,19900.0,239000.0,216600.0,14400.0,234000.0,206900.0
-13129198.1871,4006799.177,1413,12,5,,ORA,,39.511,,"ANAHEIM, EUCLID AVENUE",17100.0,234000.0,206900.0,19600.0,240000.0,219000.0
-13129189.2037,4006740.4185,1414,12,5,,ORA,,39.511,,"ANAHEIM, EUCLID AVENUE",17100.0,234000.0,206900.0,19600.0,240000.0,219000.0
-13131120.5799,4008098.7576,1415,12,5,,ORA,,40.71,,"ANAHEIM, BROOKHURST STREET",19600.0,240000.0,219000.0,19200.0,243000.0,223000.0
-13131115.6926,4008041.1683,1416,12,5,,ORA,,40.71,,"ANAHEIM, BROOKHURST STREET",19600.0,240000.0,219000.0,19200.0,243000.0,223000.0
-13135012.1164,4010588.8373,1417,12,5,,ORA,,43.133,,"BUENA PARK, STANTON AVENUE CONNECTIONS",18800.0,232000.0,210200.0,18800.0,232000.0,210200.0
-13135010.9775,4010519.3089,1418,12,5,,ORA,,43.133,,"BUENA PARK, STANTON AVENUE CONNECTIONS",18800.0,232000.0,210200.0,18800.0,232000.0,210200.0
-13135495.7166,4010897.3503,1419,12,5,,ORA,,43.43,,JCT. RTE. 39,16700.0,204000.0,184500.0,16900.0,208000.0,190500.0
-13135495.2762,4010834.3584,1420,12,5,,ORA,,43.43,,JCT. RTE. 39,16700.0,204000.0,184500.0,16900.0,208000.0,190500.0
-13136747.2941,4011798.949,1421,12,5,,ORA,,44.26,,"BUENA PARK, ARTESIA AVENUE",18700.0,228000.0,208400.0,14500.0,216000.0,208400.0
-13136770.605,4011788.3997,1422,12,5,,ORA,,44.26,,"BUENA PARK, ARTESIA AVENUE",18700.0,228000.0,208400.0,14500.0,216000.0,208400.0
-13136813.9009,4011866.8866,1423,12,5,,ORA,,44.297,,ARTESIA AVENUE UC (END),14500.0,216000.0,208400.0,14500.0,216000.0,208400.0
-13136832.7503,4011848.4191,1424,12,5,,ORA,,44.297,,ARTESIA AVENUE UC (END),14500.0,216000.0,208400.0,14500.0,216000.0,208400.0
-13136976.3498,4012012.9891,1425,12,5,,ORA,,44.382,,ORANGE/LOS ANGELES COUNTY LINE,14500.0,216000.0,208400.0,,,
-13136977.4433,4011984.2004,1426,12,5,,ORA,,44.382,,ORANGE/LOS ANGELES COUNTY LINE,14500.0,216000.0,208400.0,,,
-13136976.3498,4012012.9891,1427,7,5,,LA,,0.0,,ORANGE/LOS ANGELES COUNTY LINE,,,,10400.0,168000.0,160000.0
-13136977.4433,4011984.2004,1428,7,5,,LA,,0.0,,ORANGE/LOS ANGELES COUNTY LINE,,,,10400.0,168000.0,160000.0
-13138917.6208,4013263.1954,1429,7,5,,LA,,1.21,,"SANTA FE SPRINGS, VALLEY VIEW AVENUE",10400.0,168000.0,160000.0,10300.0,166000.0,158000.0
-13138919.4336,4013240.3128,1430,7,5,,LA,,1.21,,"SANTA FE SPRINGS, VALLEY VIEW AVENUE",10400.0,168000.0,160000.0,10300.0,166000.0,158000.0
-13142793.2088,4015930.8274,1431,7,5,,LA,,3.637,,"NORWALK, FIRESTONE BOULEVARD",10400.0,168000.0,160000.0,10700.0,172000.0,164000.0
-13142837.0868,4015917.131,1432,7,5,,LA,,3.637,,"NORWALK, FIRESTONE BOULEVARD",10400.0,168000.0,160000.0,10700.0,172000.0,164000.0
-13143560.629,4016791.3116,1433,7,5,,LA,,4.22,,"NORWALK, NORWALK BOULEVARD/SAN ANTONIO AVENUE",10700.0,172000.0,164000.0,10700.0,173000.0,165000.0
-13143569.9864,4016776.2454,1434,7,5,,LA,,4.22,,"NORWALK, NORWALK BOULEVARD/SAN ANTONIO AVENUE",10700.0,172000.0,164000.0,10700.0,173000.0,165000.0
-13143858.4113,4017013.6482,1435,7,5,,LA,,4.411,,"NORWALK, SAN ANTONIO DRIVE",10800.0,174000.0,166000.0,10500.0,170000.0,162000.0
-13143867.8616,4016998.4278,1436,7,5,,LA,,4.411,,"NORWALK, SAN ANTONIO DRIVE",10800.0,174000.0,166000.0,10500.0,170000.0,162000.0
-13144563.8348,4017651.9584,1437,7,5,,LA,,4.912,,"NORWALK, IMPERIAL HIGHWAY",10700.0,173000.0,165000.0,11700.0,189000.0,180000.0
-13144583.7929,4017650.5541,1438,7,5,,LA,,4.912,,"NORWALK, IMPERIAL HIGHWAY",10700.0,173000.0,165000.0,11700.0,189000.0,180000.0
-13146454.3967,4020921.0032,1439,7,5,,LA,,6.848,,"SANTA FE SPRINGS, JCT. RTE. 605",11700.0,189000.0,180000.0,13900.0,224000.0,214000.0
-13146462.7158,4020901.2242,1440,7,5,,LA,,6.848,,"SANTA FE SPRINGS, JCT. RTE. 605",11700.0,189000.0,180000.0,13900.0,224000.0,214000.0
-13148138.5363,4023156.5334,1441,7,5,,LA,,8.307,,"DOWNEY, LAKEWOOD BOULEVARD",13900.0,224000.0,214000.0,14200.0,230000.0,219000.0
-13148145.4957,4023139.1881,1442,7,5,,LA,,8.307,,"DOWNEY, LAKEWOOD BOULEVARD",13900.0,224000.0,214000.0,14200.0,230000.0,219000.0
-13149050.6158,4023992.3562,1443,7,5,,LA,,8.947,,"DOWNEY, PARAMOUNT BOULEVARD",14200.0,230000.0,219000.0,14200.0,230000.0,219000.0
-13149064.5648,4023981.7291,1444,7,5,,LA,,8.947,,"DOWNEY, PARAMOUNT BOULEVARD",14200.0,230000.0,219000.0,14200.0,230000.0,219000.0
-13149521.621,4025362.4677,1445,7,5,,LA,,9.698,,"COMMERCE, SLAUSON AVENUE",14200.0,230000.0,219000.0,13400.0,216000.0,206000.0
-13149542.939,4025362.1076,1446,7,5,,LA,,9.698,,"COMMERCE, SLAUSON AVENUE",14200.0,230000.0,219000.0,13400.0,216000.0,206000.0
-13150987.3945,4027121.7433,1447,7,5,,LA,,10.876,,"COMMERCE, GARFIELD AVENUE",13400.0,216000.0,206000.0,13300.0,215000.0,205000.0
-13151000.6091,4027108.0664,1448,7,5,,LA,,10.876,,"COMMERCE, GARFIELD AVENUE",13400.0,216000.0,206000.0,13300.0,215000.0,205000.0
-13151802.6728,4028137.9466,1449,7,5,,LA,,11.554,,"COMMERCE, WASHINGTON BOULEVARD",13300.0,215000.0,205000.0,14000.0,225000.0,215000.0
-13151834.2361,4028149.4976,1450,7,5,,LA,,11.554,,"COMMERCE, WASHINGTON BOULEVARD",13300.0,215000.0,205000.0,14000.0,225000.0,215000.0
-13153359.8836,4029998.7827,1451,7,5,,LA,,12.8,,"COMMERCE, ATLANTIC BOULEVARD",14000.0,225000.0,215000.0,13900.0,223000.0,213000.0
-13153371.6817,4029979.8682,1452,7,5,,LA,,12.8,,"COMMERCE, ATLANTIC BOULEVARD",14000.0,225000.0,215000.0,13900.0,223000.0,213000.0
-13154912.24,4030998.2826,1453,7,5,,LA,,13.784,,"COMMERCE, JCT. RTE. 710",13900.0,223000.0,213000.0,14900.0,240000.0,229000.0
-13154976.3268,4030955.8597,1454,7,5,,LA,,13.784,,"COMMERCE, JCT. RTE. 710",13900.0,223000.0,213000.0,14900.0,240000.0,229000.0
-13155745.1751,4031447.515,1455,7,5,,LA,,14.251,,DOWNEY ROAD,14900.0,240000.0,229000.0,15400.0,248000.0,237000.0
-13155743.8449,4031425.939,1456,7,5,,LA,,14.251,,DOWNEY ROAD,14900.0,240000.0,229000.0,15400.0,248000.0,237000.0
-13156798.92,4031518.7603,1457,7,5,,LA,,14.8,,DITMAN AVENUE,15400.0,248000.0,237000.0,15900.0,256000.0,244000.0
-13156798.7903,4031496.2513,1458,7,5,,LA,,14.8,,DITMAN AVENUE,15400.0,248000.0,237000.0,15900.0,256000.0,244000.0
-13157076.5717,4031523.1081,1459,7,5,,LA,,14.944,,INDIANA STREET,15900.0,256000.0,244000.0,16400.0,265000.0,253000.0
-13157076.2346,4031503.2515,1460,7,5,,LA,,14.944,,INDIANA STREET,15900.0,256000.0,244000.0,16400.0,265000.0,253000.0
-13159734.3071,4032808.8631,1461,7,5,,LA,,16.474,,"LOS ANGELES, JCT. RTE. 60",16400.0,265000.0,253000.0,14200.0,230000.0,219000.0
-13159753.2403,4032798.7337,1462,7,5,,LA,,16.474,,"LOS ANGELES, JCT. RTE. 60",16400.0,265000.0,253000.0,14200.0,230000.0,219000.0
-13159875.0588,4034563.2654,1463,7,5,,LA,,17.562,,"LOS ANGELES, FOURTH STREET",14200.0,230000.0,219000.0,14700.0,237000.0,226000.0
-13159890.8405,4034567.9661,1464,7,5,,LA,,17.562,,"LOS ANGELES, FOURTH STREET",14200.0,230000.0,219000.0,14700.0,237000.0,226000.0
-13159525.3891,4035460.6351,1465,7,5,,LA,,18.063,,"LOS ANGELES, CESAR CHAVEZ DRIVE",14700.0,237000.0,226000.0,13900.0,224000.0,214000.0
-13159543.6753,4035468.0976,1466,7,5,,LA,,18.063,,"LOS ANGELES, CESAR CHAVEZ DRIVE",14700.0,237000.0,226000.0,13900.0,224000.0,214000.0
-13159533.3603,4036229.2827,1467,7,5,,LA,,18.452,,"LOS ANGELES, JCT. RTE. 10",13900.0,224000.0,214000.0,14200.0,230000.0,219000.0
-13159551.8935,4036227.4132,1468,7,5,,LA,,18.452,,"LOS ANGELES, JCT. RTE. 10",13900.0,224000.0,214000.0,14200.0,230000.0,219000.0
-13159762.8794,4037651.7515,1469,7,5,,LA,,19.196,,"LOS ANGELES, MAIN STREET",14200.0,230000.0,219000.0,14100.0,226000.0,216000.0
-13159787.0774,4037648.935,1470,7,5,,LA,,19.196,,"LOS ANGELES, MAIN STREET",14200.0,230000.0,219000.0,14100.0,226000.0,216000.0
-13160097.7622,4038616.565,1471,7,5,,LA,,19.725,,"LOS ANGELES, NORTH BROADWAY",14100.0,226000.0,216000.0,13400.0,216000.0,206000.0
-13160120.6863,4038603.8786,1472,7,5,,LA,,19.725,,"LOS ANGELES, NORTH BROADWAY",14100.0,226000.0,216000.0,13400.0,216000.0,206000.0
-13160607.7215,4039797.5957,1473,7,5,,LA,,20.444,,"LOS ANGELES, JCT. RTE. 110",13400.0,216000.0,206000.0,17200.0,278000.0,265000.0
-13160620.6324,4039787.0621,1474,7,5,,LA,,20.444,,"LOS ANGELES, JCT. RTE. 110",13400.0,216000.0,206000.0,17200.0,278000.0,265000.0
-13162692.9808,4041461.1662,1475,7,5,,LA,,21.83,,"LOS ANGELES, STADIUM WAY",17200.0,278000.0,265000.0,17000.0,274000.0,261000.0
-13162719.5634,4041455.416,1476,7,5,,LA,,21.83,,"LOS ANGELES, STADIUM WAY",17200.0,278000.0,265000.0,17000.0,274000.0,261000.0
-13163521.333,4042589.1048,1477,7,5,,LA,,22.548,,"LOS ANGELES, JCT. RTE. 2",17000.0,274000.0,261000.0,14200.0,230000.0,219000.0
-13163525.8259,4042559.5254,1478,7,5,,LA,,22.548,,"LOS ANGELES, JCT. RTE. 2",17000.0,274000.0,261000.0,14200.0,230000.0,219000.0
